status,problem,source
846,846A - Curriculum Vitae,input () s  =  input () print ( max ([ s [: i ]. count ( '0' )   +   s [ i :]. count ( '1' )   for  i  in  range ( len ( s )   +   1 )]))
847,847A - Union of Doubly Linked Lists,"k ,  n  =   0 ,  int ( input ()) t  =   [ list ( map ( int ,  input (). split ()))   for  j  in  range ( n )] for  m ,   ( l ,  r )   in  enumerate ( t ,   1 ):      if   not  l :          if  k :  t [ k  -   1 ][ 1 ],  t [ m  -   1 ][ 0 ]   =  m ,  k         k  =  m          while  r :  k ,  r  =  r ,  t [ r  -   1 ][ 1 ] for  l ,  r  in  t :   print ( l ,  r )"
849,849A - Odds and Ends,"n = int ( input ()) a = list ( map ( int , input (). split ())) print ( 'YNeos' [ not ( n & a [ 0 ]& a [- 1 ]& 1 ):: 2 ])"
850,850A - Five Dimensional Points,"d  =   lambda  i ,  j ,  k :  sum (( a  -  c )   *   ( b  -  c )   for  a ,  b ,  c  in  zip ( p [ i ],  p [ j ],  p [ k ]))*( i != j ) n  =  int ( input ()) r  =  range ( n ) p  =   [ list ( map ( int ,  input (). split ()))   for  i  in  r ] t  =   [ k  +   1   for  k  in  r  if  all ( d ( i ,  j ,  k )   <=   0   for  i  in  r  for  j  in  r )]   if  n  < 12   else   [] print ( len ( t )) for  q  in  t :   print ( q )"
851,851A - Arpa and a research in Mexican wave,"a , b , c = map ( int , input (). split ()); print ( min ( b , c , a + b - c ))"
854,854A - Fraction,"n = int ( input ()); d = n // 2 print (*[( d - 1 , d + 1 ),( d , d + 1 ),( d - 2 , d + 2 ),( d , d + 1 )][ n % 4 ])"
855,855A - Tom Riddle's Diary,"n , s = int ( input ()),{ '' } for  _  in   [ 0 ]* n :   a  =  input ()    print ([ 'NO' , 'YES' ][ a  in  s ])   s . add ( a )"
856,856A - Set Theory,"T = int ( input ()) while  T :     n , a , bd = int ( input ()), sorted ( list ( map ( int , input (). split ()))),[ 0 ]* 1000001      for  i  in  range ( n ):          for  j  in  range ( i + 1 , n ):             bd [ a [ j ]- a [ i ]]= 1     i = 1      while ( any ( bd [ i * j ] for  j  in  range ( 1 , n ))): i += 1      print ( 'YES\n' + ' ' . join ( str ( i * j + 1 ) for  j  in  range ( n )))     T -= 1"
858,861A - k-rounding,"T = int ( input ()) while  T :     n , a , bd = int ( input ()), sorted ( list ( map ( int , input (). split ()))),[ 0 ]* 1000001      for  i  in  range ( n ):          for  j  in  range ( i + 1 , n ):             bd [ a [ j ]- a [ i ]]= 1     i = 1      while ( any ( bd [ i * j ] for  j  in  range ( 1 , n ))): i += 1      print ( 'YES\n' + ' ' . join ( str ( i * j + 1 ) for  j  in  range ( n )))     T -= 1"
859,859A - Declined Finalists,"input (); print ( max ( 0 , max ( map ( int , input (). split ()))- 25 ))"
861,861A - k-rounding,"import  math n ,  k  =  map ( int , input (). split ()) print ( n * 10 ** k // math . gcd ( n , 10 ** k ))"
862,862A - Mahmoud and Ehab and the MEX,"k = lambda : map ( int , input (). split ()) _ , x = k () print ( x + sum (( i == x )-( i < x ) for  i  in  k ()))"
863,863A - Quasi-palindrome,"n  =  input (). strip ( '0' ) print ([ 'NO' , 'YES' ][ n == n [::- 1 ]])"
864,864A - Fair Game,n = int ( input ()) a =[ int ( input ()) for  _  in [ 0 ]* n ] b ={* a } print ( 'NO'   if  len ( b )!= 2   or  a . count ( a [ 0 ])!= n // 2   else  f 'YES\n{[*b][0]} {[*b][1]}' )
867,867A - Between the Offices,input ();  s  =  input ();   print ( 'NYOE S' [ s [- 1 ]   !=  s [ 0 ]   ==   'S' :: 2 ])
868,868A - Bark to Unlock,"s = input () n = int ( input ()) exec ( 'b=[' + n * 'input(),' + ']' ) c =[* zip (* b )] print ( 'NYOE S' [ s  in  b  or   ( s [ 0 ] in  c [ 1 ] and  s [ 1 ] in  c [ 0 ]):: 2 ])"
870,870A - Search for Pretty Integers,"i = lambda :{* input (). split ()} i () a , b = i (), i () c , d = sorted ([ min ( a ), min ( b )]) print ([ c + d , min ({ '9' }| a & b )][ len ( a & b )> 0 ])"
871,871A - Maximum splitting,"for  i  in  range ( int ( input ())):     num  =  int ( input ())      print (- 1   if  num  in   [ 1 ,   2 ,   3 ,   5 ,   7 ,   11 ]   else   ( num  >>   2 )   -   ( num  &   1 ))"
872,870A - Search for Pretty Integers,"for  i  in  range ( int ( input ())):     num  =  int ( input ())      print (- 1   if  num  in   [ 1 ,   2 ,   3 ,   5 ,   7 ,   11 ]   else   ( num  >>   2 )   -   ( num  &   1 ))"
873,873A - Chores,"a , b , c = map ( int , input (). split ()); print ( sum ( map ( int , input (). split ()[: a - b ]))+ b * c )"
875,875A - Classroom Watch,"n  =  int ( input ()) X  =   [ x  for  x  in  range ( max ( 1 ,  n  -   99 ),  n )   if  x  +  sum ( map ( int ,  str ( x )))   ==  n ]   print ( len ( X )) print (* X )"
876,876A - Trip For Meal,"n , a , b , c = map ( int , '' . join ([* open ( 0 )]). split ()) a = min ( a , b ) print (( n > 1 )* a +( n > 2 )*( n - 2 )* min ( a , c ))"
877,877A - Alex and broken contest,"import  re print ( 'YES'   if  len ( re . findall ( r 'Danil|Olya|Slava|Ann|Nikita' ,  input ()))   ==   1   else   'NO' )"
878,878A - Short Program,"f  =   lambda  t :  t  |  k  if  s  ==   '|'   else  t  &  k  if  s  ==   '&'   else  t  ^  k a ,  b  =   1023 ,   0 for  i  in  range ( int ( input ())):     s ,  k  =  input (). split ()     k  =  int ( k )     a ,  b  =  f ( a ),  f ( b ) print ( '2\n|' ,  b  ^  a  ^   1023 ,   '\n^' ,   1023   ^  a )"
879,879A - Borya's Diagnosis,"r = 0 for  _  in [ 0 ]* int ( input ()):   s , d = map ( int , input (). split ())   r =[( r - s + d )// d * d + s , s ][ r < s ] print ( r )"
883,883A - Automatic Door,"n1 , m , a , d = list ( map ( int , input (). split ())) t = list ( map ( int , input (). split ())) from  bisect  import   * from  math  import   * insort ( t , a * n1 ) pred = 0 k = 0 kpred = 0 n = 0 step = d // a + 1 sol = 0 fl = 0 for  i  in  t :      if   ( i  >  pred ):          if  fl  ==   0 :             n =( i - pred +( pred % a ))// a              if  n != 0 :                 k +=( n // step )* step  -  step *( n  %  step  ==   0 )   +   1                  if  k  >  n1 :                     k = n1                     fl = 1              #print(k)              if   ( k * a + d >= i )   and   ( n != 0 ):                 pred = k * a + d              else :                 pred = i + d                 k = floor ( pred // a )                 sol += 1              #if n==0:             k = min ( floor ( pred // a ), n1 )             sol += n // step +( n % step != 0 )          else :             sol += 1             pred = i + d      if  i == a * n1 :         fl = 1      #print(i,pred,sol,n,step,k, fl) print ( sol )"
884,884A - Book Reading,"n , t  =  map ( int ,  input (). split ()) l  =  input (). split () i = 0 while  t > 0 : 	t -=( 86400 - int ( l [ i ])) 	i += 1 print ( i )"
886,886A - ACM ICPC,"from  itertools  import  permutations print ([ 'NO' , 'YES' ][ any ( sum ( x [: 3 ])   ==  sum ( x [ 3 :])   for  x  in  permutations ( map ( int ,  input (). split ())))])"
887,887A - Div. 64,"print ([ ""no"" ,   ""yes"" ][ str ( int ( input ())). count ( ""0"" )> 5 ])"
888,888A - Local Extrema,"a =* map ( int ,[* open ( 0 )][ 1 ]. split ()), print ( sum (( y - x )*( y - z )> 0   for  x , y , z  in  zip ( a , a [ 1 :], a [ 2 :])))"
890,886A - ACM ICPC,"a =* map ( int ,[* open ( 0 )][ 1 ]. split ()), print ( sum (( y - x )*( y - z )> 0   for  x , y , z  in  zip ( a , a [ 1 :], a [ 2 :])))"
891,891A - Pride,"n = int ( input ()) l = list ( map ( int , input (). split ())) cnt = l . count ( 1 ) if  cnt > 0 :      print ( n - cnt )     exit ( 0 ) import  math m = n + 1 for  i  in  range ( n ):     g = l [ i ]      for  j  in  range ( n - i ):         g = math . gcd ( g , l [ i + j ])          if  g == 1 :             m = min ( m , j ) if  m == n + 1 :      print (- 1 ) else :      print ( m + n - 1 )"
892,892A - Greed,"i = lambda : map ( int , input (). split ()) i (); a = sum ( i ());* _ , b , c = sorted ( i ()) print ( 'YNEOS' [ a > b + c :: 2 ])"
893,893A - Chess For Three,i = input ; l = 3 for  _  in [ 0 ]* int ( i ()):   x = int ( i ())    if  x == l : print ( 'NO' ); exit ()   l ^= x print ( 'YES' )
894,894A - QAQ,"k = input (); print ( sum ( k [: i ]. count ( ""Q"" )* k [ i :]. count ( ""Q"" )   for  i  in  range ( len ( k ))   if  k [ i ]== ""A"" ))"
895,895A - Pizza Separation,"n = int ( input ()) a = list ( map ( int , input (). split ())) print ( 2 * min ( abs ( 180 - sum ( a [ l : r ]))   for  l  in  range ( n )   for  r  in  range ( l , n )))"
897,897A - Scarborough Fair,"_ , m = map ( int , input (). split ()) a = input () for  _  in   [ 0 ]* m :   l , r , b , c = input (). split (); l = int ( l )- 1 ; r = int ( r )   a = a [: l ]+ a [ l : r ]. replace ( b , c )+ a [ r :] print ( a )"
898,898A - Rounding,"print ( round ( int ( input ()),- 1 ))"
899,899A - Splitting in Teams,"input () a =[ 0 , 0 ] for  x  in  input (). split (): a [ int ( x )- 1 ]+= 1 c = min ( a ) print ( c +( a [ 0 ]- c )// 3 )"
900,900A - Find Extra One,i = input ; n = int ( i ()); x = sum ( int ( i (). split ()[ 0 ])> 0   for  _  in [ 0 ]* n ); print ( 'YNEOS' [ 1 < x < n - 1 :: 2 ])
902,902A - Visiting a Friend,"R = lambda : map ( int , input (). split ()) n , m = R () e = 0 for  _  in  range ( n ):     a , b = R ()      if  a <= e : e = max ( e , b ) print ( 'NO'   if  e < m  else   'YES' )"
903,903A - Hungry Student Problem,"i = input ; exec ( int ( i ())* ""print('YNEOS'[int(i())in[1,2,4,5,8,11]::2]);"" )"
904,907A - Masha and Bears,"i = input ; exec ( int ( i ())* ""print('YNEOS'[int(i())in[1,2,4,5,8,11]::2]);"" )"
907,907A - Masha and Bears,"p , m , s , h = map ( int , input (). split ()) print (*[[ 2 * p , 2 * m , max ( s , h )],[- 1 ]][ s > 2 * h  or  h > 2 * s  or  h >= m ])"
908,908A - New Year and Counting Cards,print ( sum ( q  in 'aeiou13579' for  q  in  input ()))
909,909A - Generate Login,"f , s = input (). split () l = f [ 0 ] for  c  in  f [ 1 :]: 	 if  c >= s [ 0 ]: break 	l += c print ( l + s [ 0 ])"
910,910A - The Way to Home,"n , d = map ( int , input (). split ()) a = input () x = 0 r = 0 while  x != n - 1 :   y = a [: x + d + 1 ]. rfind ( '1' )    if  y == x :     r =- 1      break    else : x = y   r += 1 print ( r )"
911,911A - Nearest Minimums,"n = int ( input ()) l = list ( map ( int , input (). split ())) m = min ( l ) x = n y =- n for  i , j  in  enumerate ( l ):    if  j == m :     x = min ( x , i - y )     y = i print ( x )"
912,912A - Tricky Alchemy,"R = lambda : map ( int , input (). split ()) a , b = R () x , y , z = R () print ( max ( 0 , 2 * x + y - a )+ max ( 0 , y + 3 * z - b ))"
913,913A - Modular Exponentiation,n = int ( input ()) m = int ( input ()) print ( m %( 1 << n ))
914,914A - Perfect Squares,"input () print ( max ( set ( map ( int , input (). split ()))- set ( x * x  for  x  in  range ( 1001 ))))"
915,915A - Garden,"i = lambda : map ( int , input (). split ()); _ , k = i (); print ( min ( k // x  for  x  in  i () if  k % x < 1 ))"
916,916A - Jamie and Alarm Snooze,"x = int ( input ()) h , m = map ( int , input (). split ()) M , c = 60 * h + m , 0 while '7' not   in  str ( M // 60 )+ str ( M % 60 ):  c += 1 ; M -= x   if  M < 0 : M += 1440 print ( c )"
918,918A - Eleven,"n = int ( input ()); k =[ 'o' ]* n ; a = b = 1 while  b <= n : k [ b - 1 ]= 'O' ; a , b = b , a + b print (* k , sep = """" )"
919,919A - Supermarket,"i = input ; n , m = map ( int , i (). split ()); print ( m *( min ( eval ( i (). replace ( ' ' , '/' ))   for  _  in [ 0 ]* n )))"
920,920A - Water The Garden,"I = lambda :[* map ( int , input (). split ())] for  _  in [ 0 ]* I ()[ 0 ]:   n , k = I ()   x = I ()   r = max ( x [ 0 ]- 1 , n - x [ k - 1 ])    for  i  in  range ( 1 , k ): r = max ( r , x [ i ]- x [ i - 1 ]>> 1 )    print ( r + 1 )"
922,922A - Cloning Toys,"x , y = map ( int ,  input (). split ()) print ([ 'No' , 'Yes' ][( x , y )==( 0 , 1 ) or  x + 2 > y > 1and ( x - y )% 2 ])"
926,926A - 2-3-numbers,"l ,  r  =  map ( int ,  input (). split ()) print ( sum ( l  <=   2   **  i  *   3   **  j  <=  r  for  i  in  range ( 31 )   for  j  in  range ( 20 )))"
928,928A - Login Verification,"l = input () f = lambda  x :  x . lower (). replace ( '0' ,   'o' ). replace ( '1' ,   'l' ). replace ( 'i' ,   'l' ) print ([ 'Yes' ,   'No' ][ f ( l )   in  map ( f ,   [ input ()   for  _  in  range ( int ( input ()))])])"
929,929A - ПрокасEвелосE�педов,"n ,  k  =  input (). split (); n = int ( n ) k = int ( k ) b = 1 ; arr  =  input () l  =  list ( map ( int , arr . split ( ' ' ))) s = l [ 0 ] for  i  in  range ( 1 , n ):      if ( l [ i ]- s > k ):         if ( l [ i ]- l [ i - 1 ]> k ):            b =- 1             break        s = l [ i - 1 ]        b = b + 1 print ( b )"
931,931A - Friends Meeting,print (( abs ( int ( input ())   -  int ( input ()))   +   1 )   **   2   //   4 )
932,932A - Palindromic Supersequence,s = input () print ( s + s [::- 1 ])
933,933A - A Twisty Movement,"a  =   [ 0 ]   *   4 input () for  n  in  map ( int ,  input (). split ()):    if  n  ==   1 :     a [ 0 ]   +=   1     a [ 2 ]   =  max ( a [ 1 ]   +   1 ,  a [ 2 ]   +   1 )    else :     a [ 1 ]   =  max ( a [ 0 ]   +   1 ,  a [ 1 ]   +   1 )     a [ 3 ]   =  max ( a [ 2 ]   +   1 ,  a [ 3 ]   +   1 ) print ( max ( a ))"
934,934A - A Compatible Pair,"input () a = list ( map ( int , input (). split ())) b = list ( map ( int , input (). split ())) print ( min ( max ( x * y  for  x  in  a [: i ]+ a [ i + 1 :] for  y  in  b ) for  i  in  range ( len ( a ))))"
935,935A - Fafa and his Company,"n = int ( input ()) print ( sum ( n % i < 1   for  i  in  range ( 1 , n )))"
936,936A - Save Energy!,"k , d , t = map ( int , input (). split ()) d =(( k + d - 1 )// d )* d n = 2 * t //( d + k ) x = 2 * t %( d + k ) if   ( x <= 2 * k ):     ans = x / 2 + d * n else :     ans = x - k + d * n print ( ans )     "
937,937A - Olympiad,input ();   print ( len ( set ( input (). split ())   -   { '0' }))
938,938A - Word Correction,"import  re input () print ( re . sub ( '([aeiouy])[aeiouy]+' , '\\1' , input ()))"
939,939A - Love Triangle,"n = int ( input ()) f =[ 1 ,* map ( int , input (). split ())] print ( 'YNEOS' [ all ( f [ f [ f [ x ]]]!= x  for  x  in  f ):: 2 ])"
940,940A - Points on the line,"d = int ( input (). split ()[ 1 ]) a = list ( map ( int , input (). split ())) print ( min ( sum ( 1 -( 0 <= c - p <= d ) for  c  in  a ) for  p  in  a ))"
946,946A - Partition,"input () print ( sum ( map ( abs , map ( int , input (). split ()))))"
948,948A - Protect Sheep,"import  re r , c = input (). split () s = '\n' . join ( input (). replace ( '.' , 'D' ) for  _  in [ 0 ]* int ( r )) print ( 'No' if  re . search ( '(?s)(S|W)(.{' + c + '})?(?!\\1)[SW]' , s ) else 'Yes\n' + s )"
949,949A - Zebras,"s = input () l =[] even =[] odd =[] f = 1 for  i  in  range ( len ( s )): 	 if  s [ i ]== '0' : 		 if  len ( even )!= 0 : 			ind = even . pop () 			l [ ind ]. append ( i + 1 ) 			odd . append ( ind ) 		 else : 			l . append ([ i + 1 ]) 			odd . append ( len ( l )- 1 ) 	 else : 		 if  len ( odd ): 			ind = odd . pop () 			l [ ind ]. append ( i + 1 ) 			even . append ( ind ) 		 else : 			f = 0 			 break if  f  and  len ( even )== 0 : 	 print ( len ( l )) 	 for  x  in  l : 		 print ( len ( x ),* x ) else : 	 print (- 1 )"
950,"950A - Left-handers, Right-handers and Ambidexters","a , b , c = map ( int , input (). split ()); print ( 2 * min ( a + c , b + c ,( a + b + c )// 2 ))"
952,952A - Quirky Quantifiers,print ( int ( input ())% 2 )
953,926A - 2-3-numbers,print ( int ( input ())% 2 )
954,954A - Diagonal Walking,"import  re i = input i () print ( len ( re . sub ( 'UR|RU' , 'D' , i ())))"
955,955A - Feed the cat,"R = lambda : map ( int , input (). split ()) h , m = R () H , D , C , N = R () H += N - 1 print ( min ( H // N * C ,( H + max ( 0 , 1200 - h * 60 - m )* D )// N * C *. 8 ))"
957,957A - Tritonic Iridescence,"import  re f = re . search input () s = input () print ( 'No' if  f ( 'CC|MM|YY' , s ) or   not f ( r '^\?|\?\?|\?$|(C|M|Y)\?\1' , s ) else 'Yes' )"
959,959A - Mahmoud and Ehab and the even-odd game,"print ([ 'Mahmoud' , 'Ehab' ][ int ( input ())& 1 ])"
960,960A - Check the string,"s = input () a = s . count ( 'a' ) b = s . count ( 'b' ) print (( 'NO' , 'YES' )[ a * b  and  s  in ( 'a' * a + 'b' * b + 'c' * i  for  i  in   ( a , b ))])"
961,961A - Tetris,"R = lambda : map ( int , input (). split ()) n , m = R () a =[ 0 ]* n for  c  in  R (): a [ c - 1 ]+= 1 print ( min ( a ))"
962,962A - Equator,"n = int ( input ()) a = list ( map ( int , input (). split ())) s = sum ( a )/ 2 k = 0 i = 0 while ( k < s ): 	k += a [ i ] 	i += 1 print ( i )"
963,963A - Alternating Sum,"M  =   0x3b9aca09 inv  =   lambda  x :  pow ( x ,  M  -   2 ,  M ) n ,  a ,  b ,  k  =  map ( int ,  input (). split ()) s  =  input () c  =  inv ( a )   *  b  %  M q  =  pow ( c ,  k ,  M ) m  =   ( n  +   1 )   //  k p  =   ( pow ( q ,  m ,  M )   -   1 )   *  inv ( q  -   1 )   %  M  if  q  -   1   else  m x  =  pow ( a ,  n ,  M ) r  =   0 for  i  in  range ( k ):     r  =   ( r  +   [- 1 ,   1 ][ s [ i ]   ==   '+' ]   *  x  *  p )   %  M     x  =   ( x  *  c )   %  M print ( r )"
964,964A - Splits,print ( int ( input ())// 2 + 1 )
965,965A - Paper Airplanes,"k , n , s , p = map ( int , input (). split ()) print ( 0 --( 0 -- n // s * k )// p )"
967,967A - Mind the Gap,"R = lambda : map ( int , input (). split ()) n , s = R () r = 0 for  _  in [ 0 ]* n :  h , m = R (); t = 60 * h + m   if  t > r + s : break  r = t + s + 1 print ( r // 60 , r % 60 )"
975,975A - Aramic script,"input () print ( len ( set ( map ( frozenset , input (). split ()))))"
976,976A - Minimum Binary Number,input () s = input () print ( s [ 0 ]+ '0' * s [ 1 :]. count ( '0' ))
977,977A - Wrong Subtraction,"n , k = map ( int , input (). split ()) for  _  in  range ( k ):  n = n - 1   if  n % 10   else  n // 10 print ( n )"
978,978A - Remove Duplicates,"n = input () l = input (). split ()[::- 1 ] print ( len ( set ( l ))) print (* sorted ( set ( l ), key = l . index , reverse = True ))"
979,"979A - Pizza, Pizza, Pizza!!!",n = int ( input ()) n +=( n > 1 ) print ( n //( 2 -( n % 2 )))
980,980A - Links and Pearls,s = input () print ( 'NO' if  len ( s )%( s . count ( 'o' ) or   1 ) else 'YES' )
981,981A - Antipalindrome,s  =  input () print (( len ( s )   -   ( s  ==  s [::- 1 ]))   *   ( len ( set ( s ))   >   1 ))
982,982A - Row,"import  re input () print ( 'No' if  re . search ( '11|000' , '0' + input ()+ '0' ) else 'Yes' )"
984,984A - Game,"n = int ( input ()) print ( sorted ( map ( int , input (). split ()))[( n - 1 )// 2 ])"
985,985A - Chess Placing,"n = int ( input ()) p = sorted ( map ( int , input (). split ())) print ( min ( sum ( abs ( x - i ) for  x , i  in  zip ( p , range ( s , n + 1 , 2 ))) for  s  in ( 1 , 2 )))"
987,987A - Infinity Gauntlet,"d ={ 'purple' : 'Power' , 'green' : 'Time' , 'blue' : 'Space' , 'orange' : 'Soul' , 'red' : 'Reality' , 'yellow' : 'Mind' } for  _  in [ 0 ]* int ( input ()): d . pop ( input ()) print ( len ( d ),* d . values (), sep = '\n' )"
988,988A - Diverse Team,"r = lambda : map ( int , input (). split ()) n , k = r () a = dict ( zip ( r (), range ( 1 , n + 1 ))) if  len ( a )< k :   print ( 'NO' ) else :   print ( 'YES\n' ,*[* a . values ()][: k ])"
989,989A - A Blend of Springtime,"a  =  input ();   print (( ""NO"" , ""YES"" )[[* ""ABC"" ]   in  map ( sorted ,  zip ( a ,  a [ 1 :],  a [ 2 :]))])"
990,990A - Commentary Boxes,"n , m , a , b = map ( int , input (). split ()) print ( min ( n % m * b ,( m - n % m )* a ))"
991,991A - If at first you don't succeed...,"a , b , c , n = map ( int , input (). split ()) n -= a + b - c print ((- 1 , n )[ n > 0and  a >= c <= b ])"
